,Unnamed: 0,Image,Scene,ROI,Participant,FixDur,FixNr,Start,End,X,Y,Name,NextROI,experience,X1,Y1,Distance
7707,7875,2,3,2,18.0,241.0,110.0,32087.0,32327.0,120.3,561.4,Floor,,ThirdYear,455.9,411.3,367.64
7708,7876,2,3,4,18.0,190.0,111.0,32353.0,32542.0,208.8,560.1,Paper_on_floor,,ThirdYear,120.3,561.4,88.51
7709,7877,2,3,2,18.0,224.0,112.0,32659.0,32882.0,950.4,706.5,Floor,,ThirdYear,208.8,560.1,755.91
7710,7878,2,3,15,18.0,235.0,113.0,32959.0,33193.0,489.9,525.2,Bottle,,ThirdYear,950.4,706.5,494.9
7711,7879,2,3,19,18.0,344.0,114.0,33235.0,33578.0,577.8,610.2,Right_jar,,ThirdYear,489.9,525.2,122.28
7712,7880,2,3,16,18.0,253.0,115.0,33620.0,33872.0,487.3,637.7,Left_jar,,ThirdYear,577.8,610.2,94.59
7713,7881,2,3,2,18.0,231.0,116.0,33940.0,34170.0,945.0,726.6,Floor,,ThirdYear,487.3,637.7,466.25
7714,7882,2,3,15,18.0,136.0,117.0,34245.0,34380.0,518.7,649.6,Bottle,,ThirdYear,945.0,726.6,433.2
7715,7883,2,3,19,18.0,133.0,118.0,34414.0,34546.0,579.2,649.1,Right_jar,,ThirdYear,518.7,649.6,60.5
7716,7884,2,3,11,18.0,167.0,119.0,34628.0,34794.0,990.9,235.7,Right_sofa,,ThirdYear,579.2,649.1,583.44
7717,7885,2,3,11,18.0,167.0,120.0,34810.0,34976.0,990.9,209.1,Right_sofa,,ThirdYear,990.9,235.7,26.6
7718,7886,2,3,2,18.0,247.0,121.0,35045.0,35291.0,556.9,60.2,Floor,,ThirdYear,990.9,209.1,458.83
7719,7887,2,3,2,18.0,254.0,122.0,35313.0,35566.0,521.5,47.3,Floor,,ThirdYear,556.9,60.2,37.68
7720,7888,2,3,13,18.0,138.0,123.0,35633.0,35770.0,508.5,402.2,Right_plate,,ThirdYear,521.5,47.3,355.14
7721,7889,2,3,1,18.0,459.0,124.0,35837.0,36295.0,116.8,232.0,Left_sofa,,ThirdYear,508.5,402.2,427.08
7722,7890,2,3,2,18.0,189.0,125.0,36347.0,36535.0,271.9,287.7,Floor,,ThirdYear,116.8,232.0,164.8
7723,7891,2,3,1,18.0,162.0,126.0,36559.0,36720.0,219.3,240.5,Left_sofa,,ThirdYear,271.9,287.7,70.67
7724,7892,2,3,11,18.0,136.0,127.0,36812.0,36947.0,873.1,197.4,Right_sofa,,ThirdYear,219.3,240.5,655.22
7725,7893,2,3,11,18.0,301.0,128.0,36990.0,37290.0,973.6,216.5,Right_sofa,,ThirdYear,873.1,197.4,102.3
7726,7894,2,3,11,18.0,187.0,129.0,37330.0,37516.0,893.7,245.2,Right_sofa,,ThirdYear,973.6,216.5,84.9
7727,7895,2,3,13,18.0,282.0,130.0,37579.0,37860.0,583.1,431.3,Right_plate,,ThirdYear,893.7,245.2,362.09
7728,7896,2,3,13,18.0,122.0,131.0,37889.0,38010.0,501.3,458.4,Right_plate,,ThirdYear,583.1,431.3,86.17
7729,7897,2,3,16,18.0,278.0,132.0,38044.0,38321.0,492.9,640.1,Left_jar,,ThirdYear,501.3,458.4,181.89
7730,7898,2,3,19,18.0,92.0,133.0,38345.0,38436.0,539.1,662.5,Right_jar,,ThirdYear,492.9,640.1,51.34
7731,7899,2,3,2,18.0,232.0,134.0,38504.0,38735.0,125.6,689.1,Floor,,ThirdYear,539.1,662.5,414.35
7732,7900,2,3,2,18.0,189.0,135.0,38758.0,38946.0,156.6,600.5,Floor,,ThirdYear,125.6,689.1,93.87
7733,7901,2,3,2,18.0,134.0,136.0,38985.0,39118.0,85.5,466.2,Floor,,ThirdYear,156.6,600.5,151.96
7734,7902,2,3,2,18.0,172.0,137.0,39198.0,39369.0,459.5,85.8,Floor,,ThirdYear,85.5,466.2,533.46
7735,7903,2,3,2,18.0,300.0,138.0,39394.0,39693.0,526.5,43.3,Floor,,ThirdYear,459.5,85.8,79.34
7736,7904,2,3,7,18.0,223.0,139.0,39757.0,39979.0,432.1,383.7,Table,,ThirdYear,526.5,43.3,353.25
7737,7905,2,3,5,18.0,264.0,140.0,40023.0,40286.0,316.9,419.3,Left_plate,,ThirdYear,432.1,383.7,120.58
7738,7906,2,3,15,18.0,181.0,141.0,40330.0,40510.0,496.7,527.5,Bottle,,ThirdYear,316.9,419.3,209.85
7739,7907,2,3,19,18.0,327.0,142.0,40551.0,40877.0,597.6,585.3,Right_jar,,ThirdYear,496.7,527.5,116.28
7740,7908,2,3,7,18.0,245.0,143.0,40911.0,41155.0,643.5,669.9,Table,,ThirdYear,597.6,585.3,96.25
7741,7909,2,3,7,18.0,120.0,144.0,41179.0,41298.0,661.0,694.7,Table,,ThirdYear,643.5,669.9,30.35
7742,7910,2,3,15,18.0,217.0,145.0,41344.0,41560.0,506.9,633.9,Bottle,,ThirdYear,661.0,694.7,165.66
7743,7911,2,3,7,18.0,254.0,146.0,41613.0,41866.0,224.7,568.5,Table,,ThirdYear,506.9,633.9,289.68
7744,7912,2,3,4,18.0,207.0,147.0,41889.0,42095.0,199.0,556.1,Paper_on_floor,,ThirdYear,224.7,568.5,28.54
7745,7913,2,3,5,18.0,225.0,148.0,42118.0,42342.0,205.3,490.4,Left_plate,,ThirdYear,199.0,556.1,66.0
7746,7914,2,3,5,18.0,167.0,149.0,42366.0,42532.0,290.2,444.5,Left_plate,,ThirdYear,205.3,490.4,96.51
7747,7915,2,3,5,18.0,207.0,150.0,42555.0,42761.0,347.7,403.3,Left_plate,,ThirdYear,290.2,444.5,70.74
7748,7916,2,3,8,18.0,278.0,151.0,42788.0,43065.0,463.2,392.8,Blood_on_table,,ThirdYear,347.7,403.3,115.98
7749,7917,2,3,5,18.0,299.0,152.0,43086.0,43384.0,460.7,416.9,Left_plate,,ThirdYear,463.2,392.8,24.23
7750,7918,2,3,13,18.0,428.0,153.0,43449.0,43876.0,616.0,429.9,Right_plate,,ThirdYear,460.7,416.9,155.84
7751,7919,2,3,7,18.0,538.0,154.0,43922.0,44459.0,692.9,489.4,Table,,ThirdYear,616.0,429.9,97.23
7752,7920,2,3,14,18.0,118.0,155.0,44496.0,44613.0,621.9,485.5,Right_fork,,ThirdYear,692.9,489.4,71.11
7753,7921,2,3,12,18.0,186.0,156.0,44640.0,44825.0,560.2,424.3,Knife_on_plate,,ThirdYear,621.9,485.5,86.9
7754,7922,2,3,5,18.0,267.0,157.0,44875.0,45141.0,332.0,411.1,Left_plate,,ThirdYear,560.2,424.3,228.58
7755,7923,2,3,5,18.0,84.0,158.0,45171.0,45254.0,306.5,416.9,Left_plate,,ThirdYear,332.0,411.1,26.15
7756,7924,2,3,5,18.0,249.0,159.0,45286.0,45534.0,453.3,416.0,Left_plate,Elsewhere,ThirdYear,306.5,416.9,146.8
7757,7925,1,1,0,19.0,238.0,1.0,7.0,244.0,510.0,392.0,Back_wall,Floor,ThirdYear,0.0,0.0,0.0
7758,7926,1,1,9,19.0,229.0,2.0,270.0,498.0,430.9,418.6,Floor,Body,ThirdYear,510.0,392.0,83.45
7759,7927,1,1,8,19.0,78.0,3.0,547.0,624.0,332.6,535.0,Body,Elsewhere,ThirdYear,430.9,418.6,152.35
7760,7928,1,1,0,19.0,188.0,4.0,843.0,1030.0,471.9,677.8,Floor,Elsewhere,ThirdYear,332.6,535.0,199.49
7761,7929,1,1,0,19.0,285.0,5.0,1057.0,1341.0,468.3,753.0,Floor,Elsewhere,ThirdYear,471.9,677.8,75.29
7762,7930,1,1,0,19.0,375.0,6.0,1367.0,1741.0,479.1,697.8,Floor,Bookcase,ThirdYear,468.3,753.0,56.25
7763,7931,1,1,18,19.0,269.0,7.0,1939.0,2207.0,430.1,397.1,Bookcase,Body,ThirdYear,479.1,697.8,304.67
7764,7932,1,1,8,19.0,339.0,8.0,2252.0,2590.0,320.6,528.5,Body,Elsewhere,ThirdYear,430.1,397.1,171.04
7765,7933,1,1,0,19.0,288.0,9.0,2634.0,2921.0,478.5,687.4,Floor,Elsewhere,ThirdYear,320.6,528.5,224.01
7766,7935,1,1,0,19.0,51.0,11.0,3380.0,3430.0,480.4,742.6,Floor,Floor,ThirdYear,478.5,687.4,55.23
7767,7936,1,1,9,19.0,151.0,12.0,3492.0,3642.0,666.4,577.2,Floor,Elsewhere,ThirdYear,480.4,742.6,248.9
7768,7937,1,1,0,19.0,156.0,13.0,3682.0,3837.0,492.9,670.2,Floor,Elsewhere,ThirdYear,666.4,577.2,196.85
7769,7938,1,1,0,19.0,488.0,14.0,3852.0,4339.0,471.8,672.4,Floor,Floor,ThirdYear,492.9,670.2,21.21
7770,7939,1,1,9,19.0,206.0,15.0,4385.0,4590.0,687.0,590.1,Floor,Floor,ThirdYear,471.8,672.4,230.4
7771,7940,1,1,9,19.0,230.0,16.0,4616.0,4845.0,670.1,558.0,Floor,Floor,ThirdYear,687.0,590.1,36.28
7772,7941,1,1,9,19.0,342.0,17.0,4876.0,5217.0,673.3,506.4,Floor,Floor,ThirdYear,670.1,558.0,51.7
7773,7942,1,1,9,19.0,146.0,18.0,5236.0,5381.0,679.0,442.0,Floor,Side_wall,ThirdYear,673.3,506.4,64.65
7774,7943,1,1,29,19.0,276.0,19.0,5427.0,5702.0,733.1,278.6,Side_wall,Ceiling,ThirdYear,679.0,442.0,172.12
7775,7944,1,1,13,19.0,157.0,20.0,5747.0,5903.0,656.5,124.3,Ceiling,Back_wall,ThirdYear,733.1,278.6,172.27
7776,7945,1,1,12,19.0,241.0,21.0,5951.0,6191.0,432.9,125.8,Back_wall,Ceiling,ThirdYear,656.5,124.3,223.61
7777,7946,1,1,13,19.0,213.0,22.0,6225.0,6437.0,516.1,92.0,Ceiling,Ceiling,ThirdYear,432.9,125.8,89.8
7778,7947,1,1,13,19.0,966.0,23.0,6479.0,7444.0,348.2,94.4,Ceiling,Windows,ThirdYear,516.1,92.0,167.92
7779,7948,1,1,17,19.0,177.0,24.0,7495.0,7671.0,423.7,199.2,Windows,Elsewhere,ThirdYear,348.2,94.4,129.16
7780,7949,1,1,0,19.0,242.0,25.0,7706.0,7947.0,397.0,309.7,Windows,Wooden_wall,ThirdYear,423.7,199.2,113.68
7781,7950,1,1,7,19.0,222.0,26.0,7992.0,8213.0,183.4,336.7,Wooden_wall,Wooden_wall,ThirdYear,397.0,309.7,215.3
7782,7951,1,1,7,19.0,204.0,27.0,8226.0,8429.0,180.0,355.5,Wooden_wall,Stairs_wall,ThirdYear,183.4,336.7,19.1
7783,7952,1,1,2,19.0,255.0,28.0,8460.0,8714.0,96.8,354.5,Stairs_wall,Stairs_wall,ThirdYear,180.0,355.5,83.21
7784,7953,1,1,2,19.0,430.0,29.0,8733.0,9162.0,137.8,339.8,Stairs_wall,Wooden_wall,ThirdYear,96.8,354.5,43.56
7785,7954,1,1,7,19.0,1405.0,30.0,9186.0,10590.0,188.5,368.7,Wooden_wall,Elsewhere,ThirdYear,137.8,339.8,58.36
7786,7955,1,1,0,19.0,186.0,31.0,10604.0,10789.0,194.3,358.3,Fallen_chair,Floor,ThirdYear,188.5,368.7,11.91
7787,7956,1,1,9,19.0,349.0,32.0,10845.0,11193.0,271.2,508.4,Floor,Body,ThirdYear,194.3,358.3,168.65
7788,7957,1,1,8,19.0,269.0,33.0,11217.0,11485.0,368.9,526.0,Body,Body,ThirdYear,271.2,508.4,99.27
7789,7958,1,1,8,19.0,46.0,34.0,11691.0,11736.0,382.4,532.5,Body,Floor,ThirdYear,368.9,526.0,14.98
7790,7959,1,1,9,19.0,184.0,35.0,11757.0,11940.0,386.0,490.5,Floor,Elsewhere,ThirdYear,382.4,532.5,42.15
7791,7960,1,1,0,19.0,250.0,36.0,11962.0,12211.0,377.5,446.5,Floor,Floor,ThirdYear,386.0,490.5,44.81
7792,7961,1,1,9,19.0,201.0,37.0,12225.0,12425.0,352.1,456.2,Floor,Floor,ThirdYear,377.5,446.5,27.19
7793,7962,1,1,9,19.0,279.0,38.0,12485.0,12763.0,647.2,543.9,Floor,Body,ThirdYear,352.1,456.2,307.86
7794,7963,1,1,8,19.0,210.0,39.0,12817.0,13026.0,344.8,551.4,Body,Body,ThirdYear,647.2,543.9,302.49
7795,7964,1,1,8,19.0,226.0,40.0,13048.0,13273.0,388.7,531.0,Body,Body,ThirdYear,344.8,551.4,48.41
7796,7965,1,1,8,19.0,331.0,41.0,13291.0,13621.0,375.7,552.3,Body,Floor,ThirdYear,388.7,531.0,24.95
7797,7966,1,1,9,19.0,255.0,42.0,13647.0,13901.0,421.4,462.0,Floor,Elsewhere,ThirdYear,375.7,552.3,101.21
7798,7967,1,1,0,19.0,331.0,43.0,13958.0,14288.0,464.7,713.4,Floor,Elsewhere,ThirdYear,421.4,462.0,255.1
7799,7968,1,1,0,19.0,288.0,44.0,14313.0,14600.0,494.7,663.2,Floor,Elsewhere,ThirdYear,464.7,713.4,58.48
7800,7969,1,1,0,19.0,165.0,45.0,14648.0,14812.0,698.4,671.5,Floor,Elsewhere,ThirdYear,494.7,663.2,203.87
7801,7970,1,1,0,19.0,145.0,46.0,14851.0,14995.0,603.1,763.1,Floor,Elsewhere,ThirdYear,698.4,671.5,132.18
7802,7971,1,1,0,19.0,266.0,47.0,15021.0,15286.0,511.1,767.4,Floor,Elsewhere,ThirdYear,603.1,763.1,92.1
7803,7972,1,1,0,19.0,318.0,48.0,15326.0,15643.0,360.3,692.1,Floor,Elsewhere,ThirdYear,511.1,767.4,168.55
7804,7973,1,1,0,19.0,407.0,49.0,15671.0,16077.0,473.2,698.7,Floor,Elsewhere,ThirdYear,360.3,692.1,113.09
7805,7974,1,1,0,19.0,118.0,50.0,16085.0,16202.0,466.9,685.1,Floor,Wall_on_right,ThirdYear,473.2,698.7,14.99
7806,7975,1,1,33,19.0,97.0,51.0,16408.0,16504.0,755.6,541.8,Wall_on_right,Floor,ThirdYear,466.9,685.1,322.31
7807,7976,1,1,9,19.0,283.0,52.0,16528.0,16810.0,688.3,548.7,Floor,Elsewhere,ThirdYear,755.6,541.8,67.65
7808,7977,1,1,0,19.0,339.0,53.0,16858.0,17196.0,728.9,340.6,Wall_on_right,Radiator,ThirdYear,688.3,548.7,212.02
7809,7978,1,1,30,19.0,435.0,54.0,17209.0,17643.0,744.4,332.2,Radiator,Floor,ThirdYear,728.9,340.6,17.63
7810,7979,1,1,9,19.0,241.0,55.0,17691.0,17931.0,695.5,472.7,Floor,Radiator,ThirdYear,744.4,332.2,148.77
7811,7980,1,1,30,19.0,346.0,56.0,17971.0,18316.0,751.2,331.7,Radiator,Floor,ThirdYear,695.5,472.7,151.6
7812,7981,1,1,9,19.0,271.0,57.0,18375.0,18645.0,757.4,659.8,Floor,Radiator,ThirdYear,751.2,331.7,328.16
7813,7982,1,1,30,19.0,384.0,58.0,18704.0,19087.0,745.3,330.3,Radiator,Back_wall,ThirdYear,757.4,659.8,329.72
7814,7983,1,1,12,19.0,151.0,59.0,19291.0,19441.0,620.2,287.8,Back_wall,Floor,ThirdYear,745.3,330.3,132.12
7815,7984,1,1,9,19.0,227.0,60.0,19498.0,19724.0,459.1,461.2,Floor,Floor,ThirdYear,620.2,287.8,236.69
7816,7985,1,1,9,19.0,219.0,61.0,19759.0,19977.0,404.5,468.5,Floor,Floor,ThirdYear,459.1,461.2,55.09
7817,7986,1,1,9,19.0,210.0,62.0,20000.0,20209.0,409.9,493.6,Floor,Floor,ThirdYear,404.5,468.5,25.67
7818,7987,1,1,9,19.0,374.0,63.0,20238.0,20611.0,424.6,425.3,Floor,Floor,ThirdYear,409.9,493.6,69.86
7819,7988,1,1,9,19.0,437.0,64.0,20626.0,21062.0,459.9,432.3,Floor,Floor,ThirdYear,424.6,425.3,35.99
7820,7989,1,1,9,19.0,244.0,65.0,21095.0,21338.0,445.9,498.4,Floor,Floor,ThirdYear,459.9,432.3,67.57
7821,7990,1,1,9,19.0,137.0,66.0,21355.0,21491.0,419.0,498.4,Floor,Floor,ThirdYear,445.9,498.4,26.9
7822,7991,1,1,9,19.0,170.0,67.0,21516.0,21685.0,451.2,423.2,Floor,Floor,ThirdYear,419.0,498.4,81.8
7823,7992,1,1,9,19.0,210.0,68.0,21702.0,21911.0,423.5,411.5,Floor,Floor,ThirdYear,451.2,423.2,30.07
7824,7993,1,1,9,19.0,297.0,69.0,21924.0,22220.0,451.8,415.8,Floor,Elsewhere,ThirdYear,423.5,411.5,28.62
7825,7994,1,1,0,19.0,441.0,70.0,22243.0,22683.0,412.9,425.8,Floor,Floor,ThirdYear,451.8,415.8,40.16
7826,7995,1,1,9,19.0,365.0,71.0,22708.0,23072.0,481.2,442.6,Floor,Table,ThirdYear,412.9,425.8,70.34
7827,7996,1,1,19,19.0,540.0,72.0,23091.0,23630.0,515.0,450.7,Table,Table,ThirdYear,481.2,442.6,34.76
7828,7997,1,1,19,19.0,178.0,73.0,23691.0,23868.0,411.4,425.4,Table,Elsewhere,ThirdYear,515.0,450.7,106.64
7829,7998,1,1,0,19.0,275.0,74.0,23887.0,24161.0,445.0,409.4,Back_chair,Floor,ThirdYear,411.4,425.4,37.22
7830,7999,1,1,9,19.0,353.0,75.0,24176.0,24528.0,462.7,432.2,Floor,Table,ThirdYear,445.0,409.4,28.86
7831,8000,1,1,19,19.0,685.0,76.0,24567.0,25251.0,411.5,428.9,Table,Floor,ThirdYear,462.7,432.2,51.31
7832,8001,1,1,9,19.0,751.0,77.0,25285.0,26035.0,457.6,439.5,Floor,Floor,ThirdYear,411.5,428.9,47.3
7833,8002,1,1,9,19.0,398.0,78.0,26042.0,26439.0,443.8,437.1,Floor,Floor,ThirdYear,457.6,439.5,14.01
7834,8003,1,1,9,19.0,89.0,79.0,26447.0,26535.0,457.5,435.6,Floor,Floor,ThirdYear,443.8,437.1,13.78
7835,8004,1,1,9,19.0,145.0,80.0,26740.0,26884.0,480.4,428.2,Floor,Floor,ThirdYear,457.5,435.6,24.07
7836,8005,1,1,9,19.0,378.0,81.0,26940.0,27317.0,664.2,492.9,Floor,Floor,ThirdYear,480.4,428.2,194.86
7837,8006,1,1,9,19.0,271.0,82.0,27342.0,27612.0,703.7,553.9,Floor,Wall_on_right,ThirdYear,664.2,492.9,72.67
7838,8007,1,1,33,19.0,169.0,83.0,27662.0,27830.0,743.6,626.7,Wall_on_right,Radiator,ThirdYear,703.7,553.9,83.02
7839,8008,1,1,30,19.0,130.0,84.0,28117.0,28246.0,743.2,349.8,Radiator,Elsewhere,ThirdYear,743.6,626.7,276.9
7840,8010,1,1,9,19.0,186.0,86.0,28760.0,28945.0,678.1,528.8,Floor,Elsewhere,ThirdYear,743.2,349.8,190.47
7841,8011,1,1,0,19.0,197.0,87.0,29001.0,29197.0,470.1,729.7,Floor,Elsewhere,ThirdYear,678.1,528.8,289.18
7842,8012,1,1,0,19.0,364.0,88.0,29210.0,29573.0,464.1,744.3,Floor,Elsewhere,ThirdYear,470.1,729.7,15.78
7843,8013,1,1,0,19.0,174.0,89.0,29590.0,29763.0,494.7,745.5,Floor,Elsewhere,ThirdYear,464.1,744.3,30.62
7844,8014,1,1,0,19.0,323.0,90.0,29790.0,30112.0,474.4,684.0,Floor,Elsewhere,ThirdYear,494.7,745.5,64.76
7845,8015,1,1,0,19.0,493.0,91.0,30156.0,30648.0,650.1,738.7,Floor,Elsewhere,ThirdYear,474.4,684.0,184.02
7846,8016,1,1,0,19.0,245.0,92.0,30681.0,30925.0,652.8,666.8,Floor,Elsewhere,ThirdYear,650.1,738.7,71.95
7847,8017,1,1,0,19.0,162.0,93.0,30955.0,31116.0,750.5,670.4,Floor,Floor,ThirdYear,652.8,666.8,97.77
7848,8018,1,1,9,19.0,279.0,94.0,31168.0,31446.0,440.0,660.4,Floor,Elsewhere,ThirdYear,750.5,670.4,310.66
7849,8019,1,1,0,19.0,374.0,95.0,31470.0,31843.0,362.9,677.8,Floor,Body,ThirdYear,440.0,660.4,79.04
7850,8020,1,1,8,19.0,270.0,96.0,31889.0,32158.0,490.7,602.0,Body,Floor,ThirdYear,362.9,677.8,148.59
7851,8021,1,1,9,19.0,238.0,97.0,32199.0,32436.0,646.1,575.4,Floor,Floor,ThirdYear,490.7,602.0,157.66
7852,8022,1,1,9,19.0,297.0,98.0,32476.0,32772.0,696.7,505.1,Floor,Floor,ThirdYear,646.1,575.4,86.62
7853,8023,1,1,9,19.0,288.0,99.0,32837.0,33124.0,334.3,497.8,Floor,Floor,ThirdYear,696.7,505.1,362.47
7854,8024,1,1,9,19.0,199.0,100.0,33146.0,33344.0,389.1,505.9,Floor,Elsewhere,ThirdYear,334.3,497.8,55.4
7855,8025,1,1,0,19.0,206.0,101.0,33371.0,33576.0,376.3,434.6,Floor,Elsewhere,ThirdYear,389.1,505.9,72.44
7856,8026,1,1,0,19.0,179.0,102.0,33599.0,33777.0,404.7,391.6,Bookcase,Elsewhere,ThirdYear,376.3,434.6,51.53
7857,8027,1,1,0,19.0,133.0,103.0,33784.0,33916.0,403.8,375.2,Back_chair,Windows,ThirdYear,404.7,391.6,16.42
7858,8028,1,1,17,19.0,629.0,104.0,33964.0,34592.0,384.0,226.8,Windows,Floor,ThirdYear,403.8,375.2,149.72
7859,8029,1,1,9,19.0,278.0,105.0,34665.0,34942.0,729.7,568.2,Floor,Elsewhere,ThirdYear,384.0,226.8,485.86
7860,8030,1,1,0,19.0,229.0,106.0,35001.0,35229.0,374.3,693.5,Floor,Elsewhere,ThirdYear,729.7,568.2,376.84
7861,8034,1,1,8,19.0,454.0,110.0,36402.0,36855.0,243.6,685.9,Body,Elsewhere,ThirdYear,374.3,693.5,130.92
7862,8035,1,1,0,19.0,128.0,111.0,36915.0,37042.0,151.8,411.7,Wooden_wall,Stairs_wall,ThirdYear,243.6,685.9,289.16
7863,8036,1,1,2,19.0,182.0,112.0,37068.0,37249.0,127.4,354.3,Stairs_wall,Stairs_wall,ThirdYear,151.8,411.7,62.37
7864,8037,1,1,2,19.0,207.0,113.0,37264.0,37470.0,137.4,338.4,Stairs_wall,Stairs_wall,ThirdYear,127.4,354.3,18.78
7865,8038,1,1,2,19.0,210.0,114.0,37515.0,37724.0,127.0,151.8,Stairs_wall,Wooden_wall,ThirdYear,137.4,338.4,186.89
7866,8039,1,1,7,19.0,161.0,115.0,37779.0,37939.0,181.5,323.4,Wooden_wall,Wooden_wall,ThirdYear,127.0,151.8,180.05
7867,8040,1,1,7,19.0,292.0,116.0,37962.0,38253.0,182.2,362.1,Wooden_wall,Wooden_wall,ThirdYear,181.5,323.4,38.71
7868,8041,1,1,7,19.0,200.0,117.0,38447.0,38646.0,188.4,382.1,Wooden_wall,Wooden_wall,ThirdYear,182.2,362.1,20.94
7869,8042,1,1,7,19.0,485.0,118.0,38655.0,39139.0,194.6,370.9,Wooden_wall,Wooden_wall,ThirdYear,188.4,382.1,12.8
7870,8043,1,1,7,19.0,134.0,119.0,39150.0,39283.0,191.7,391.3,Wooden_wall,Body,ThirdYear,194.6,370.9,20.61
7871,8044,1,1,8,19.0,251.0,120.0,39334.0,39584.0,280.7,525.4,Body,Body,ThirdYear,191.7,391.3,160.95
7872,8045,1,1,8,19.0,113.0,121.0,39601.0,39713.0,255.5,554.4,Body,Body,ThirdYear,280.7,525.4,38.42
7873,8046,1,1,8,19.0,952.0,122.0,40034.0,40985.0,371.0,535.8,Body,Body,ThirdYear,255.5,554.4,116.99
7874,8047,1,1,8,19.0,350.0,123.0,40997.0,41346.0,387.8,543.4,Body,Body,ThirdYear,371.0,535.8,18.44
7875,8048,1,1,8,19.0,90.0,124.0,41594.0,41683.0,366.3,528.0,Body,Body,ThirdYear,387.8,543.4,26.45
7876,8049,1,1,8,19.0,385.0,125.0,41694.0,42078.0,359.6,546.7,Body,Elsewhere,ThirdYear,366.3,528.0,19.86
7877,8050,1,1,0,19.0,193.0,126.0,42133.0,42325.0,475.1,720.7,Floor,Elsewhere,ThirdYear,359.6,546.7,208.85
7878,8051,1,1,0,19.0,124.0,127.0,42340.0,42463.0,477.8,699.5,Floor,Body,ThirdYear,475.1,720.7,21.37
7879,8052,1,1,8,19.0,199.0,128.0,42990.0,43188.0,360.6,553.8,Body,Floor,ThirdYear,477.8,699.5,186.99
7880,8053,1,1,9,19.0,224.0,129.0,43210.0,43433.0,384.7,489.2,Floor,Floor,ThirdYear,360.6,553.8,68.95
7881,8054,1,1,9,19.0,264.0,130.0,43448.0,43711.0,427.4,495.0,Floor,Floor,ThirdYear,384.7,489.2,43.09
7882,8055,1,1,9,19.0,133.0,131.0,43735.0,43867.0,366.2,476.2,Floor,Floor,ThirdYear,427.4,495.0,64.02
7883,8056,1,1,9,19.0,191.0,132.0,43899.0,44089.0,354.5,415.7,Floor,Floor,ThirdYear,366.2,476.2,61.62
7884,8057,1,1,9,19.0,156.0,133.0,44096.0,44251.0,344.8,421.8,Floor,Elsewhere,ThirdYear,354.5,415.7,11.46
7885,8058,1,1,0,19.0,194.0,134.0,44297.0,44490.0,488.1,331.1,Newspaper_on_table,Back_chair,ThirdYear,344.8,421.8,169.59
7886,8059,1,1,23,19.0,133.0,135.0,44514.0,44646.0,494.7,378.0,Back_chair,Curtains,ThirdYear,488.1,331.1,47.36
7887,8060,1,1,15,19.0,877.0,136.0,44657.0,45533.0,499.6,390.7,Curtains,Elsewhere,ThirdYear,494.7,378.0,13.61
7888,8061,1,1,0,19.0,170.0,137.0,45593.0,45762.0,479.4,671.7,Floor,Elsewhere,ThirdYear,499.6,390.7,281.73
7889,8062,1,1,0,19.0,830.0,138.0,45776.0,46605.0,478.3,700.0,Floor,Elsewhere,ThirdYear,479.4,671.7,28.32
7890,8064,1,1,0,19.0,171.0,140.0,46887.0,47057.0,505.2,756.6,Floor,Elsewhere,ThirdYear,478.3,700.0,62.67
7891,8065,1,1,0,19.0,155.0,141.0,47103.0,47257.0,623.6,751.4,Floor,Elsewhere,ThirdYear,505.2,756.6,118.51
7892,8066,1,1,0,19.0,246.0,142.0,47268.0,47513.0,637.0,737.6,Floor,Floor,ThirdYear,623.6,751.4,19.24
7893,8067,1,1,9,19.0,239.0,143.0,47547.0,47785.0,712.9,644.9,Floor,Wall_on_right,ThirdYear,637.0,737.6,119.81
7894,8068,1,1,33,19.0,187.0,144.0,47800.0,47986.0,743.2,621.1,Wall_on_right,Floor,ThirdYear,712.9,644.9,38.53
7895,8069,1,1,9,19.0,359.0,145.0,48034.0,48392.0,722.9,517.1,Floor,Floor,ThirdYear,743.2,621.1,105.96
7896,8070,1,1,9,19.0,104.0,146.0,48416.0,48519.0,646.6,525.2,Floor,Radiator,ThirdYear,722.9,517.1,76.73
7897,8071,1,1,30,19.0,418.0,147.0,48572.0,48989.0,755.0,344.8,Radiator,Wooden_wall,ThirdYear,646.6,525.2,210.46
7898,8072,1,1,7,19.0,233.0,148.0,49067.0,49299.0,169.9,357.9,Wooden_wall,Wooden_wall,ThirdYear,755.0,344.8,585.25
7899,8073,1,1,7,19.0,157.0,149.0,49313.0,49469.0,187.9,363.0,Wooden_wall,Wall_kitchen,ThirdYear,169.9,357.9,18.71
7900,8074,1,1,5,19.0,189.0,150.0,49522.0,49710.0,195.6,166.3,Wall_kitchen,Wall_kitchen,ThirdYear,187.9,363.0,196.85
7901,8075,1,1,5,19.0,279.0,151.0,49728.0,50006.0,181.5,143.5,Wall_kitchen,Wall_kitchen,ThirdYear,195.6,166.3,26.81
7902,8076,1,1,5,19.0,108.0,152.0,50028.0,50135.0,163.5,175.4,Wall_kitchen,Elsewhere,ThirdYear,181.5,143.5,36.63
7903,8077,1,1,0,19.0,571.0,153.0,50173.0,50743.0,281.0,148.0,Windows,Ceiling,ThirdYear,163.5,175.4,120.65
